Algorithm,Model,Parameters,Rank,Feature,Importance,Cumulative_Importance
RF,Model 1,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",17,Last3mCumulativeRevenueGrowthRate_last1,0.008383343389708524,0.8776346578049786
RF,Model 1,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",18,TotalUnempPct_QoQ_last1,0.007926046086843731,0.8855607038918224
RF,Model 1,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",19,VIX_QoQ_Lag3,0.007605633167043503,0.893166337058866
RF,Model 1,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",20,FnG_QoQ,0.0074395040959360495,0.900605841154802
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",1,Spread_cur,0.32552330396518453,0.32552330396518453
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",2,TradingTurnover_cur,0.07621169416102663,0.40173499812621116
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",3,TradingVolume_cur,0.060186563532350426,0.4619215616585616
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",4,TradingMoney_cur,0.04959253049333143,0.511514092151893
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",5,QuarterlyReturn_Lag1,0.04473153902429708,0.5562456311761901
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",6,SOX_QoQ,0.03645575460215806,0.5927013857783482
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",7,VIX_QoQ,0.036341110903288745,0.6290424966816369
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",8,DJIA_QoQ,0.02474620862162638,0.6537887053032633
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",9,ROE_last1,0.02435139314533704,0.6781400984486003
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",10,Last3mCumulativeRevenue_last1,0.02107331145638657,0.6992134099049869
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",11,SP500_QoQ,0.020850378314216298,0.7200637882192032
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",12,IXIC_QoQ,0.01807562454961794,0.7381394127688212
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",13,FnG_QoQ_Lag2,0.017608194864933476,0.7557476076337547
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",14,Last3mCumulativeRevenueGrowthRate_last1,0.01581941683703547,0.7715670244707902
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",15,VIX_QoQ_Lag1,0.01566343501872561,0.7872304594895158
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",16,ROA_last1,0.015425662200720896,0.8026561216902367
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",17,VIX_QoQ_Lag2,0.014092159968545941,0.8167482816587827
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",18,QuarterlyReturn_Lag3,0.011151911937338364,0.827900193596121
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",19,EPS_last1,0.010224194763633307,0.8381243883597543
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",20,IXIC_QoQ_Lag3,0.009906764100244027,0.8480311524599984
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",1,Spread_cur,0.2892292113220343,0.2892292113220343
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",2,TradingTurnover_cur,0.07752381276712508,0.36675302408915933
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",3,TradingVolume_cur,0.0690914429499356,0.43584446703909496
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",4,TradingMoney_cur,0.06162527925854193,0.4974697462976369
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",5,QuarterlyReturn_Lag1,0.055794116679091295,0.5532638629767282
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",6,SOX_QoQ,0.038853260278063156,0.5921171232547914
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",7,VIX_QoQ,0.03615615466872967,0.6282732779235211
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",8,DJIA_QoQ,0.02699899710181638,0.6552722750253375
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",9,SP500_QoQ,0.02576830140899453,0.681040576434332
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",10,Last3mCumulativeRevenue_last1,0.02451337000707036,0.7055539464414023
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",11,ROE_last1,0.019341125645130384,0.7248950720865327
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",12,IXIC_QoQ,0.018480440035213982,0.7433755121217467
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",13,ROA_last1,0.015785658311101396,0.759161170432848
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",14,FnG_QoQ_Lag2,0.014409307793361909,0.77357047822621
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",15,Last3mCumulativeRevenueGrowthRate_last1,0.01435879012547389,0.7879292683516839
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",16,VIX_QoQ_Lag1,0.013487152002134375,0.8014164203538182
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",17,VIX_QoQ_Lag2,0.013056467018744133,0.8144728873725624
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",18,EPS_last1,0.012211451507432313,0.8266843388799947
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",19,TotalUnempPct_QoQ_last1,0.011588372062399212,0.838272710942394
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",20,QuarterlyReturn_Lag3,0.009884293688398655,0.8481570046307926
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",1,Spread_cur,0.29127443003520104,0.29127443003520104
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",2,TradingVolume_cur,0.07464863481808348,0.3659230648532845
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",3,TradingTurnover_cur,0.07109785205699376,0.4370209169102783
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",4,TradingMoney_cur,0.06448962352831929,0.5015105404385976
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",5,QuarterlyReturn_Lag1,0.05475759527626521,0.5562681357148628
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",6,SOX_QoQ,0.039874220208589425,0.5961423559234522
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",7,VIX_QoQ,0.03250775281977362,0.6286501087432258
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",8,SP500_QoQ,0.027906082063408846,0.6565561908066346
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",9,DJIA_QoQ,0.027356482433258934,0.6839126732398936
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",10,Last3mCumulativeRevenue_last1,0.024476096396375692,0.7083887696362693
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",11,ROE_last1,0.019865672975159992,0.7282544426114292
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",12,IXIC_QoQ,0.01802460486114367,0.7462790474725729
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",13,VIX_QoQ_Lag2,0.013853097536538827,0.7601321450091117
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",14,Last3mCumulativeRevenueGrowthRate_last1,0.013199653925904118,0.7733317989350159
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",15,FnG_QoQ_Lag2,0.013115510564316936,0.7864473094993328
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",16,VIX_QoQ_Lag1,0.012752407653570403,0.7991997171529033
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",17,ROA_last1,0.012263271662034963,0.8114629888149383
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",18,EPS_last1,0.011596548366514777,0.8230595371814531
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",19,QuarterlyReturn_Lag3,0.011232633996027573,0.8342921711774807
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",20,FnG_QoQ,0.010831868793003773,0.8451240399704845
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",1,Spread_cur,0.32191594383263306,0.32191594383263306
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",2,TradingTurnover_cur,0.07628036331775039,0.39819630715038346
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",3,TradingVolume_cur,0.06469032617548028,0.4628866333258637
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",4,TradingMoney_cur,0.054387856289224074,0.5172744896150878
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",5,QuarterlyReturn_Lag1,0.04984538025864606,0.5671198698737339
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",6,SOX_QoQ,0.04232793442617439,0.6094478042999083
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",7,VIX_QoQ,0.036624524587907915,0.6460723288878162
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",8,DJIA_QoQ,0.02302181464885467,0.6690941435366708
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",9,ROE_last1,0.02193521977445414,0.691029363311125
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",10,SP500_QoQ,0.019764768034862584,0.7107941313459876
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",11,Last3mCumulativeRevenue_last1,0.016541144027387183,0.7273352753733747
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",12,FnG_QoQ_Lag2,0.01639941859411408,0.7437346939674888
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",13,IXIC_QoQ,0.016108904824832657,0.7598435987923214
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",14,VIX_QoQ_Lag1,0.014782018025403148,0.7746256168177246
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",15,Last3mCumulativeRevenueGrowthRate_last1,0.014001652762554932,0.7886272695802795
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",16,VIX_QoQ_Lag2,0.013408547449488242,0.8020358170297678
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",17,TotalUnempPct_QoQ_last1,0.013007112646882585,0.8150429296766504
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",18,ROA_last1,0.012933868881398183,0.8279767985580485
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",19,IXIC_QoQ_Lag3,0.012183726677555873,0.8401605252356044
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",20,FnG_QoQ,0.010627913979809597,0.8507884392154139
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",1,Spread_cur,0.2886243233323501,0.2886243233323501
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",2,TradingTurnover_cur,0.08281758945967942,0.37144191279202954
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",3,TradingVolume_cur,0.06500171629784404,0.43644362908987355
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",4,TradingMoney_cur,0.06497329399788755,0.5014169230877611
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",5,QuarterlyReturn_Lag1,0.055792201268940245,0.5572091243567013
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",6,SOX_QoQ,0.04321164109971721,0.6004207654564185
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",7,VIX_QoQ,0.037734536012513795,0.6381553014689323
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",8,SP500_QoQ,0.028068573991548083,0.6662238754604803
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",9,DJIA_QoQ,0.025563531550619373,0.6917874070110998
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",10,Last3mCumulativeRevenue_last1,0.023120804330445666,0.7149082113415455
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",11,IXIC_QoQ,0.017684300057321186,0.7325925113988666
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",12,VIX_QoQ_Lag2,0.01604666745968915,0.7486391788585558
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",13,ROE_last1,0.01490372571398572,0.7635429045725415
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",14,FnG_QoQ_Lag2,0.014879851478155874,0.7784227560506973
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",15,Last3mCumulativeRevenueGrowthRate_last1,0.014693118910132297,0.7931158749608296
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",16,VIX_QoQ_Lag1,0.013811598944541767,0.8069274739053713
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",17,EPS_last1,0.01222801708030603,0.8191554909856774
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",18,TotalUnempPct_QoQ_last1,0.01209334354671101,0.8312488345323884
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",19,ROA_last1,0.010907108287276994,0.8421559428196654
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",20,FnG_QoQ,0.010351546812720255,0.8525074896323857
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",1,Spread_cur,0.2894552072498306,0.2894552072498306
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",2,TradingTurnover_cur,0.0779673004930851,0.3674225077429157
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",3,TradingVolume_cur,0.0731689508774296,0.44059145862034527
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",4,TradingMoney_cur,0.06460118683574467,0.50519264545609
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",5,QuarterlyReturn_Lag1,0.057401572312801165,0.5625942177688912
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",6,SOX_QoQ,0.04312580229291837,0.6057200200618096
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",7,VIX_QoQ,0.03421443266411219,0.6399344527259218
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",8,SP500_QoQ,0.029743669793003264,0.669678122518925
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",9,DJIA_QoQ,0.025905380863911146,0.6955835033828361
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",10,Last3mCumulativeRevenue_last1,0.023277231727186588,0.7188607351100227
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",11,IXIC_QoQ,0.018252292023554263,0.737113027133577
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",12,VIX_QoQ_Lag2,0.016523594283776862,0.7536366214173538
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",13,ROE_last1,0.015150454900756415,0.7687870763181102
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",14,FnG_QoQ_Lag2,0.014100329191866554,0.7828874055099767
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",15,Last3mCumulativeRevenueGrowthRate_last1,0.013830693794663432,0.7967180993046401
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",16,VIX_QoQ_Lag1,0.012586210335298956,0.809304309639939
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",17,FnG_QoQ,0.011841319917306865,0.8211456295572459
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",18,EPS_last1,0.010980773318313916,0.8321264028755598
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",19,TotalUnempPct_QoQ_last1,0.010895102291937447,0.8430215051674973
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",20,IXIC_QoQ_Lag3,0.01061506342691374,0.8536365685944111
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",1,Spread_cur,0.3380775355032418,0.3380775355032418
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",2,TradingTurnover_cur,0.07889880098865724,0.4169763364918991
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",3,TradingMoney_cur,0.06398868176157312,0.4809650182534722
RF,Model 1,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",4,TradingVolume_cur,0.05792360966356589,0.5388886279170381
